code,res
S12000038,10083
S12000018,2903
S12000038,10061
S12000018,2899
S12000038,10044
S12000018,2894
S12000038,10026
S12000018,2893
S12000038,10009
S12000018,2892
S12000038,9984
S12000018,2889
S12000038,9961
S12000018,2883
S12000038,9940
S12000018,2877
S12000038,9914
S12000018,2876
S12000038,9883
S12000018,2875
S12000038,9868
S12000018,2869
S12000038,9852
S12000018,2863
S12000038,9820
S12000018,2862
S12000038,9784
S12000018,2859
S12000038,9728
S12000018,2858
S12000038,9711
S12000018,2855
S12000038,9691
S12000018,2855
S12000038,9682
S12000018,2849
S12000038,9662
S12000018,2849
S12000038,9649
S12000018,2845
S12000038,9633
S12000018,2845
S12000038,9614
S12000018,2842
S12000038,9590
S12000018,2837
S12000038,9574
S12000018,2832
S12000038,9540
S12000018,2824
S12000038,9518
S12000018,2817
S12000038,9481
S12000018,2806
S12000038,9436
S12000018,2805
S12000038,9404
S12000018,2799
S12000038,9373
S12000018,2794
S12000038,9338
S12000018,2788
S12000038,9308
S12000018,2784
S12000038,9276
S12000018,2781
S12000038,9234
S12000018,2777
S12000038,9210
S12000018,2769
S12000038,9153
S12000018,2761
S12000038,9098
S12000018,2750
S12000038,9063
S12000018,2746
S12000038,9015
S12000018,2736
S12000038,8986
S12000018,2716
S12000038,8924
S12000018,2704
S12000038,8883
S12000018,2691
S12000038,8853
S12000018,2680
S12000038,8813
S12000018,2672
S12000038,8765
S12000018,2669
S12000038,8752
S12000018,2655
S12000038,8714
S12000018,2644
S12000038,8679
S12000018,2625
S12000038,8620
S12000018,2606
S12000038,8574
S12000018,2600
S12000038,8526
S12000018,2583
S12000038,8486
S12000018,2568
S12000038,8455
S12000018,2546
S12000038,8405
S12000018,2535
S12000038,8358
S12000018,2521
S12000038,8310
S12000018,2492
S12000038,8262
S12000018,2481
S12000038,8210
S12000018,2468
S12000038,8184
S12000018,2451
S12000038,8136
S12000018,2435
S12000038,8073
S12000018,2418
S12000038,8007
S12000018,2396
S12000038,7937
S12000018,2350
S12000038,7848
S12000018,2327
S12000038,7782
S12000018,2296
S12000038,7699
S12000018,2279
S12000038,7656
S12000018,2258
S12000038,7570
S12000018,2213
S12000038,7449
S12000018,2181
S12000038,7381
S12000018,2129
S12000038,7322
S12000018,2101
S12000038,7234
S12000018,2067
S12000038,7137
S12000018,2013
S12000038,7068
S12000018,1970
S12000038,6990
S12000018,1910
S12000038,6871
S12000018,1861
S12000038,6726
S12000018,1817
S12000038,6630
S12000018,1533
S12000038,6062
S12000018,1533
S12000038,6062
S12000018,1533
S12000038,6062
S12000018,1533
S12000038,6062
S12000018,1533
S12000038,6062
S12000018,1435
S12000038,5936
S12000018,1363
S12000038,5841
S12000018,1248
S12000038,5576
S12000018,1248
S12000038,5576
S12000018,1248
S12000038,5576
S12000018,1248
S12000038,5576
S12000018,1248
S12000038,5576
S12000018,1218
S12000038,5509
S12000018,1197
S12000038,5474
S12000018,1176
S12000038,5399
S12000018,1164
S12000038,5349
S12000018,1157
S12000038,5300
S12000018,1153
S12000038,5285
S12000018,1146
S12000038,5265
S12000018,1135
S12000038,5225
S12000018,1130
S12000038,5211
S12000018,1119
S12000038,5180
S12000018,1118
S12000038,5141
S12000018,1115
S12000038,5111
S12000018,1103
S12000038,5068
S12000018,1095
S12000038,5012
S12000018,1088
S12000038,4981
S12000018,1084
S12000038,4953
S12000018,1079
S12000038,4921
S12000018,1074
S12000038,4882
S12000018,1066
S12000038,4856
S12000018,1059
S12000038,4820
S12000018,1055
S12000038,4783
S12000018,1046
S12000038,4752
S12000018,1037
S12000038,4686
S12000018,1033
S12000038,4643
S12000018,1022
S12000038,4609
S12000018,1022
S12000038,4573
S12000018,1016
S12000038,4530
S12000018,976
S12000038,4383
S12000018,976
S12000038,4383
S12000018,969
S12000038,4339
S12000018,958
S12000038,4294
S12000018,947
S12000038,4218
S12000018,939
S12000038,4173
S12000018,929
S12000038,4129
S12000018,919
S12000038,4035
S12000018,909
S12000038,3951
S12000018,896
S12000038,3889
S12000018,886
S12000038,3803
S12000018,878
S12000038,3771
S12000018,862
S12000038,3707
S12000018,856
S12000038,3659
S12000018,843
S12000038,3577
S12000018,833
S12000038,3504
S12000018,821
S12000038,3416
S12000018,812
S12000038,3386
S12000018,799
S12000038,3330
S12000018,793
S12000038,3251
S12000018,765
S12000038,3134
S12000018,749
S12000038,3074
S12000018,732
S12000038,3012
S12000018,711
S12000038,2928
S12000018,694
S12000038,2870
S12000018,672
S12000038,2813
S12000018,664
S12000038,2746
S12000018,655
S12000038,2712
S12000018,648
S12000038,2633
S12000018,635
S12000038,2577
S12000018,628
S12000038,2517
S12000018,618
S12000038,2458
S12000018,610
S12000038,2401
S12000018,601
S12000038,2357
S12000018,590
S12000038,2283
S12000018,584
S12000038,2227
S12000018,573
S12000038,2155
S12000018,564
S12000038,2073
S12000018,556
S12000038,1997
S12000018,540
S12000038,1955
S12000018,538
S12000038,1935
S12000018,532
S12000038,1852
S12000018,526
S12000038,1784
S12000018,521
S12000038,1714
S12000018,512
S12000038,1628
S12000018,503
S12000038,1593
S12000018,488
S12000038,1539
S12000018,484
S12000038,1491
S12000018,475
S12000038,1437
S12000018,470
S12000038,1375
S12000018,467
S12000038,1308
S12000018,463
S12000038,1245
S12000018,460
S12000038,1207
S12000018,458
S12000038,1178
S12000018,449
S12000038,1159
S12000018,446
S12000038,1127
S12000018,438
S12000038,1103
S12000018,430
S12000038,1086
S12000018,426
S12000038,1060
S12000018,419
S12000038,1042
S12000018,419
S12000038,1035
S12000018,417
S12000038,1026
S12000018,416
S12000038,1012
S12000018,413
S12000038,994
S12000018,410
S12000038,982
S12000018,405
S12000038,962
S12000018,405
S12000038,943
S12000018,405
S12000038,934
S12000018,404
S12000038,928
S12000018,400
S12000038,915
S12000018,399
S12000038,906
S12000018,396
S12000038,891
S12000018,394
S12000038,878
S12000018,391
S12000038,870
S12000018,390
S12000038,868
S12000018,390
S12000038,859
S12000018,390
S12000038,848
S12000018,388
S12000038,839
S12000018,388
S12000038,826
S12000018,388
S12000038,816
S12000018,387
S12000038,807
S12000018,387
S12000038,800
S12000018,386
S12000038,788
S12000018,385
S12000038,778
S12000018,383
S12000038,768
S12000018,382
S12000038,761
S12000018,382
S12000038,749
S12000018,378
S12000038,743
S12000018,378
S12000038,729
S12000018,377
S12000038,724
S12000018,377
S12000038,722
S12000018,377
S12000038,721
S12000018,376
S12000038,720
S12000018,375
S12000038,720
S12000018,375
S12000038,719
S12000018,373
S12000038,717
S12000018,373
S12000038,717
S12000018,372
S12000038,716
S12000018,372
S12000038,715
S12000018,372
S12000038,708
S12000018,372
S12000038,706
S12000018,371
S12000038,706
S12000018,370
S12000038,705
S12000018,370
S12000038,704
S12000018,369
S12000038,704
S12000018,369
S12000038,704
S12000018,369
S12000038,704
S12000018,369
S12000038,703
S12000018,369
S12000038,702
S12000018,369
S12000038,702
S12000018,369
S12000038,702
S12000018,369
S12000038,702
S12000018,369
S12000038,702
S12000018,369
S12000038,702
S12000018,369
S12000038,696
S12000018,370
S12000038,691
S12000018,370
S12000038,690
S12000018,370
S12000038,690
S12000018,370
S12000038,690
S12000018,368
S12000038,690
S12000018,368
S12000038,689
E06000054,35087
E07000012,10976
E07000034,9928
E07000035,5457
E07000080,5779
E07000110,18576
E07000130,21238
E07000146,11538
E07000171,13844
E07000198,9836
E08000030,37340
E09000007,22974
E09000013,21543
S12000035,5178
S12000040,17775
S12000035,5113
S12000040,17530
S12000035,5069
S12000040,17398
S12000035,5014
S12000040,17235
S12000035,4890
S12000040,16816
S12000035,4890
S12000040,16816
S12000035,4794
S12000040,16595
S12000035,4711
S12000040,16298
S12000035,4625
S12000040,16133
S12000035,4545
S12000040,15922
S12000035,4434
S12000040,15707
S12000035,4324
S12000040,15514
S12000035,4240
S12000040,15316
S12000035,4125
S12000040,15085
S12000035,4021
S12000040,14868
S12000035,3920
S12000040,14727
S12000035,3842
S12000040,14501
S12000035,3776
S12000040,14368
S12000035,3675
S12000040,14187
S12000035,3584
S12000040,14022
S12000035,3471
S12000040,13783
S12000035,3413
S12000040,13642
S12000035,3274
S12000040,13460
S12000035,3193
S12000040,13336
S12000035,3139
S12000040,13260
S12000035,3075
S12000040,13144
S12000035,3006
S12000040,13061
S12000035,2928
S12000040,12969
S12000035,2849
S12000040,12841
S12000035,2810
S12000040,12769
S12000035,2774
S12000040,12699
S12000035,2749
S12000040,12649
S12000035,2731
S12000040,12600
S12000035,2702
S12000040,12546
S12000035,2663
S12000040,12481
S12000035,2626
S12000040,12431
S12000035,2612
S12000040,12390
S12000035,2604
S12000040,12369
S12000035,2594
S12000040,12352
S12000035,2578
S12000040,12311
S12000035,2552
S12000040,12270
S12000035,2541
S12000040,12239
S12000035,2521
S12000040,12168
S12000035,2506
S12000040,12126
S12000035,2499
S12000040,12082
S12000035,2497
S12000040,12044
S12000035,2473
S12000040,11946
S12000035,2473
S12000040,11946
S12000035,2455
S12000040,11883
S12000035,2444
S12000040,11830
S12000035,2493
S12000040,11796
S12000035,2486
S12000040,11764
S12000035,2465
S12000040,11724
S12000035,2444
S12000040,11682
S12000035,2435
S12000040,11637
S12000035,2417
S12000040,11587
S12000035,2392
S12000040,11510
S12000035,2365
S12000040,11451
S12000035,2336
S12000040,11407
S12000035,2314
S12000040,11356
S12000035,2303
S12000040,11273
S12000035,2279
S12000040,11171
S12000035,2266
S12000040,11103
S12000035,2248
S12000040,11050
S12000035,2233
S12000040,10971
S12000035,2213
S12000040,10895
S12000035,2192
S12000040,10823
S12000035,2179
S12000040,10735
S12000035,2164
S12000040,10654
S12000035,2146
S12000040,10516
S12000035,2118
S12000040,10436
S12000035,2085
S12000040,10301
S12000035,2068
S12000040,10222
S12000035,2056
S12000040,10172
S12000035,2035
S12000040,10061
S12000035,2006
S12000040,9953
S12000035,1967
S12000040,9852
S12000035,1942
S12000040,9722
S12000035,1909
S12000040,9606
S12000035,1883
S12000040,9520
S12000035,1857
S12000040,9407
S12000035,1829
S12000040,9319
S12000035,1793
S12000040,9228
S12000035,1764
S12000040,9174
S12000035,1735
S12000040,9070
S12000035,1702
S12000040,8988
S12000035,1677
S12000040,8927
S12000035,1660
S12000040,8889
S12000035,1639
S12000040,8852
S12000035,1611
S12000040,8808
S12000035,1598
S12000040,8777
S12000035,1571
S12000040,8752
S12000035,1538
S12000040,8719
S12000035,1533
S12000040,8682
S12000035,1526
S12000040,8658
S12000035,1517
S12000040,8631
S12000035,1512
S12000040,8595
S12000035,1507
S12000040,8545
S12000035,1506
S12000040,8523
S12000035,1495
S12000040,8488
S12000035,1493
S12000040,8471
S12000035,1492
S12000040,8445
S12000035,1485
S12000040,8413
S12000035,1484
S12000040,8387
S12000035,1483
S12000040,8362
S12000035,1481
S12000040,8334
S12000035,1478
S12000040,8329
S12000035,1477
S12000040,8321
S12000035,1475
S12000040,8311
S12000035,1475
S12000040,8297
S12000035,1471
S12000040,8287
S12000035,1467
S12000040,8280
S12000035,1466
S12000040,8271
S12000035,1465
S12000040,8264
S12000035,1465
S12000040,8260
S12000035,1463
S12000040,8251
S12000035,1463
S12000040,8243
S12000035,1463
S12000040,8239
S12000035,1461
S12000040,8236
S12000035,1458
S12000040,8231
S12000035,1455
S12000040,8222
S12000035,1453
S12000040,8215
S12000035,1453
S12000040,8213
S12000035,1452
S12000040,8209
S12000035,1452
S12000040,8200
S12000035,1452
S12000040,8190
S12000035,1452
S12000040,8189
S12000035,1452
S12000040,8180
S12000035,1452
S12000040,8168
S12000035,1452
S12000040,8165
S12000035,1452
S12000040,8162
S12000035,1452
S12000040,8151
S12000035,1452
S12000040,8147
S12000035,1452
S12000040,8140
S12000035,1452
S12000040,8138
S12000035,1451
S12000040,8123
S12000035,1451
S12000040,8123
S12000035,1451
S12000040,8116
S12000035,1451
S12000040,8103
S12000035,1450
S12000040,8094
S12000035,1450
S12000040,8087
S12000035,1448
S12000040,8080
S12000035,1448
S12000040,8077
S12000035,1445
S12000040,8068
S12000035,1445
S12000040,8068
S12000035,1445
S12000040,8057
S12000035,1445
S12000040,8054
S12000035,1445
S12000040,8052
S12000035,1443
S12000040,8047
S12000035,1443
S12000040,8046
S12000035,1442
S12000040,8040
S12000035,1441
S12000040,8026
S12000035,1441
S12000040,8019
S12000035,1440
S12000040,8008
S12000035,1440
S12000040,8000
S12000035,1439
S12000040,7983
S12000035,1438
S12000040,7976
S12000035,1437
S12000040,7958
S12000035,1436
S12000040,7943
S12000035,1436
S12000040,7932
S12000035,1435
S12000040,7919
S12000035,1434
S12000040,7911
S12000035,1432
S12000040,7886
S12000035,1427
S12000040,7771
S12000035,1427
S12000040,7771
S12000035,1427
S12000040,7771
S12000035,1427
S12000040,7771
S12000035,1427
S12000040,7771
S12000035,1427
S12000040,7746
S12000035,1426
S12000040,7727
S12000035,1423
S12000040,7676
S12000035,1423
S12000040,7662
S12000035,1422
S12000040,7627
S12000035,1422
S12000040,7566
S12000035,1421
S12000040,7534
S12000035,1421
S12000040,7509
S12000035,1421
S12000040,7457
S12000035,1421
S12000040,7409
S12000035,1421
S12000040,7394
S12000035,1421
S12000040,7334
S12000035,1420
S12000040,7301
S12000035,1417
S12000040,7224
S12000035,1416
S12000040,7145
S12000035,1416
S12000040,7098
S12000035,1414
S12000040,7056
S12000035,1414
S12000040,7029
S12000035,1414
S12000040,7006
S12000035,1411
S12000040,6976
S12000035,1410
S12000040,6944
S12000035,1410
S12000040,6923
S12000035,1407
S12000040,6887
S12000035,1406
S12000040,6872
S12000035,1405
S12000040,6844
S12000035,1405
S12000040,6818
S12000035,1405
S12000040,6787
S12000035,1405
S12000040,6761
S12000035,1403
S12000040,6733
S12000035,1398
S12000040,6712
S12000035,1396
S12000040,6681
S12000035,1393
S12000040,6656
S12000035,1391
S12000040,6618
S12000035,1387
S12000040,6581
S12000035,1384
S12000040,6553
S12000035,1384
S12000040,6514
S12000035,1383
S12000040,6482
S12000035,1381
S12000040,6447
S12000035,1381
S12000040,6418
S12000035,1378
S12000040,6364
S12000035,1377
S12000040,6304
S12000035,1372
S12000040,6249
S12000035,1354
S12000040,6212
S12000035,1348
S12000040,6152
S12000035,1345
S12000040,6102
S12000035,1338
S12000040,6047
S12000035,1335
S12000040,5941
S12000035,1329
S12000040,5910
S12000035,1320
S12000040,5887
S12000035,1315
S12000040,5861
S12000035,1305
S12000040,5828
S12000035,1287
S12000040,5802
S12000035,1270
S12000040,5768
S12000035,1264
S12000040,5757
S12000035,1254
S12000040,5716
S12000035,1236
S12000040,5692
S12000035,1221
S12000040,5634
S12000035,1206
S12000040,5617
S12000035,1199
S12000040,5605
S12000035,1188
S12000040,5572
S12000035,1181
S12000040,5526
S12000035,1170
S12000040,5478
S12000035,1160
S12000040,5439
S12000035,1149
S12000040,5388
S12000035,1137
S12000040,5351
S12000035,1129
S12000040,5333
S12000035,1124
S12000040,5312
S12000035,1117
S12000040,5280
S12000035,1111
S12000040,5253
S12000035,1100
S12000040,5213
S12000035,1089
S12000040,5163
S12000035,1082
S12000040,5132
S12000035,1078
S12000040,5099
S12000035,1070
S12000040,5060
S12000035,1066
S12000040,5032
S12000035,1058
S12000040,5003
S12000035,1043
S12000040,4946
S12000035,1036
S12000040,4916
S12000035,1027
S12000040,4870
S12000035,1014
S12000040,4814
S12000035,994
S12000040,4777
S12000035,989
S12000040,4741
S12000035,984
S12000040,4699
S12000035,970
S12000040,4669
S12000035,964
S12000040,4616
S12000035,952
S12000040,4580
S12000035,897
S12000040,4363
S12000035,897
S12000040,4363
S12000035,897
S12000040,4363
S12000035,897
S12000040,4363
S12000035,897
S12000040,4363
S12000035,882
S12000040,4290
S12000035,867
S12000040,4253
S12000035,831
S12000040,4142
S12000035,831
S12000040,4142
S12000035,831
S12000040,4142
S12000035,831
S12000040,4142
S12000035,831
S12000040,4142
S12000035,828
S12000040,4110
S12000035,823
S12000040,4088
S12000035,815
S12000040,4053
S12000035,807
S12000040,4005
S12000035,802
S12000040,3985
S12000035,802
S12000040,3974
S12000035,801
S12000040,3947
S12000035,791
S12000040,3922
S12000035,788
S12000040,3900
S12000035,782
S12000040,3875
S12000035,795
S12000040,3853
S12000035,791
S12000040,3825
S12000035,787
S12000040,3811
S12000035,782
S12000040,3779
S12000035,776
S12000040,3744
S12000035,771
S12000040,3710
S12000035,767
S12000040,3673
S12000035,751
S12000040,3638
S12000035,749
S12000040,3624
S12000035,746
S12000040,3583
S12000035,650
S12000040,3556
S12000035,637
S12000040,3519
S12000035,629
S12000040,3486
S12000035,624
S12000040,3460
S12000035,600
S12000040,3426
S12000035,614
S12000040,3422
S12000035,604
S12000040,3375
S12000035,585
S12000040,3278
S12000035,585
S12000040,3278
S12000035,577
S12000040,3254
S12000035,567
S12000040,3225
S12000035,562
S12000040,3186
S12000035,562
S12000040,3167
S12000035,558
S12000040,3119
S12000035,555
S12000040,3070
S12000035,548
S12000040,2984
S12000035,546
S12000040,2944
S12000035,539
S12000040,2892
S12000035,535
S12000040,2851
S12000035,535
S12000040,2813
S12000035,532
S12000040,2777
S12000035,526
S12000040,2721
S12000035,520
S12000040,2682
S12000035,515
S12000040,2613
S12000035,512
S12000040,2583
S12000035,508
S12000040,2547
S12000035,506
S12000040,2501
S12000035,497
S12000040,2416
S12000035,491
S12000040,2380
S12000035,483
S12000040,2337
S12000035,478
S12000040,2277
S12000035,469
S12000040,2234
S12000035,458
S12000040,2214
S12000035,454
S12000040,2168
S12000035,449
S12000040,2121
S12000035,440
S12000040,2054
S12000035,440
S12000040,2023
S12000035,433
S12000040,1974
S12000035,422
S12000040,1897
S12000035,412
S12000040,1865
S12000035,406
S12000040,1816
S12000035,399
S12000040,1768
S12000035,392
S12000040,1682
S12000035,384
S12000040,1596
S12000035,379
S12000040,1516
S12000035,373
S12000040,1434
S12000035,368
S12000040,1395
S12000035,362
S12000040,1387
S12000035,359
S12000040,1351
S12000035,352
S12000040,1306
S12000035,341
S12000040,1251
S12000035,337
S12000040,1190
S12000035,330
S12000040,1141
S12000035,320
S12000040,1124
S12000035,317
S12000040,1078
S12000035,309
S12000040,1037
S12000035,299
S12000040,997
S12000035,294
S12000040,973
S12000035,285
S12000040,921
S12000035,283
S12000040,893
S12000035,279
S12000040,868
S12000035,276
S12000040,840
S12000035,268
S12000040,809
S12000035,262
S12000040,787
S12000035,255
S12000040,752
S12000035,252
S12000040,729
S12000035,247
S12000040,706
S12000035,245
S12000040,695
S12000035,241
S12000040,692
S12000035,235
S12000040,670
S12000035,230
S12000040,656
S12000035,223
S12000040,645
S12000035,219
S12000040,629
S12000035,218
S12000040,619
S12000035,218
S12000040,617
S12000035,216
S12000040,610
S12000035,212
S12000040,601
S12000035,208
S12000040,597
S12000035,205
S12000040,589
S12000035,200
S12000040,583
S12000035,196
S12000040,578
S12000035,190
S12000040,579
S12000035,189
S12000040,577
S12000035,186
S12000040,567
S12000035,184
S12000040,567
S12000035,184
S12000040,565
S12000035,184
S12000040,558
S12000035,184
S12000040,558
S12000035,183
S12000040,557
S12000035,182
S12000040,551
S12000035,180
S12000040,550
S12000035,179
S12000040,546
S12000035,179
S12000040,545
S12000035,177
S12000040,543
S12000035,175
S12000040,540
S12000035,175
S12000040,537
S12000035,175
S12000040,531
S12000035,173
S12000040,530
S12000035,173
S12000040,528
S12000035,173
S12000040,526
S12000035,173
S12000040,523
S12000035,173
S12000040,523
S12000035,173
S12000040,524
S12000035,173
S12000040,519
S12000035,171
S12000040,516
S12000035,170
S12000040,516
S12000035,170
S12000040,516
S12000035,170
S12000040,516
S12000035,170
S12000040,516
S12000035,169
S12000040,516
S12000035,169
S12000040,516
S12000035,169
S12000040,515
S12000035,168
S12000040,515
S12000035,168
S12000040,515
S12000035,168
S12000040,514
S12000035,168
S12000040,513
S12000035,168
S12000040,513
S12000035,168
S12000040,513
S12000035,168
S12000040,513
S12000035,168
S12000040,513
S12000035,168
S12000040,511
S12000035,166
S12000040,510
S12000035,166
S12000040,511
S12000035,166
S12000040,511
S12000035,166
S12000040,510
S12000035,165
S12000040,508
S12000035,165
S12000040,507
S12000035,165
S12000040,507
E06000013,16525
E06000025,29163
E06000026,23862
E06000040,13929
E06000059,23812
E07000027,7438
E07000063,7989
E07000077,8091
E07000086,11308
E07000122,14329
E07000200,6173
E08000027,40158
E08000029,26350
W06000013,16976
W06000013,16896
W06000013,16839
W06000013,16708
W06000013,16618
W06000013,16618
W06000013,16526
W06000013,16425
W06000013,16295
W06000013,16194
W06000013,15971
W06000013,15884
W06000013,15884
W06000013,15784
W06000013,15699
W06000013,15567
W06000013,15348
W06000013,15348
W06000013,15233
W06000013,15233
W06000013,15168
W06000013,15064
W06000013,15026
W06000013,15003
W06000013,14862
W06000013,14781
W06000013,14781
W06000013,14726
W06000013,14667
W06000013,14592
W06000013,14576
W06000013,14508
W06000013,14478
W06000013,14478
W06000013,14439
W06000013,14365
W06000013,14365
W06000013,14333
W06000013,14276
W06000013,14211
W06000013,14211
W06000013,14175
W06000013,14144
W06000013,14116
W06000013,14089
W06000013,14044
W06000013,14004
W06000013,14004
W06000013,13954
W06000013,13916
W06000013,13885
W06000013,13845
W06000013,13810
W06000013,13729
W06000013,13729
W06000013,13678
W06000013,13629
W06000013,13575
W06000013,13535
W06000013,13449
W06000013,13378
W06000013,13378
W06000013,13293
W06000013,13246
W06000013,13158
W06000013,13114
W06000013,13053
W06000013,13010
W06000013,13010
W06000013,12971
W06000013,12940
W06000013,12906
W06000013,12876
W06000013,12839
W06000013,12813
W06000013,12813
W06000013,12794
W06000013,12779
W06000013,12771
W06000013,12764
W06000013,12757
W06000013,12750
W06000013,12750
W06000013,12743
W06000013,12730
W06000013,12725
W06000013,12721
W06000013,12716
W06000013,12712
W06000013,12712
W06000013,12705
W06000013,12701
W06000013,12697
W06000013,12694
W06000013,12686
W06000013,12683
W06000013,12683
W06000013,12679
W06000013,12676
W06000013,12671
W06000013,12667
W06000013,12666
W06000013,12665
W06000013,12665
W06000013,12664
W06000013,12663
W06000013,12661
W06000013,12659
W06000013,12659
W06000013,12658
W06000013,12658
W06000013,12657
W06000013,12652
W06000013,12649
W06000013,12646
W06000013,12621
W06000013,12618
W06000013,12618
W06000013,12616
W06000013,12613
W06000013,12612
W06000013,12612
W06000013,12609
W06000013,12606
W06000013,12606
W06000013,12605
W06000013,12601
W06000013,12600
W06000013,12599
W06000013,12597
W06000013,12596
W06000013,12596
W06000013,12596
W06000013,12595
W06000013,12594
W06000013,12592
W06000013,12592
W06000013,12590
W06000013,12590
W06000013,12589
W06000013,12587
W06000013,12587
W06000013,12587
W06000013,12581
W06000013,12579
W06000013,12579
W06000013,12578
W06000013,12571
W06000013,12570
W06000013,12564
W06000013,12562
W06000013,12561
W06000013,12561
W06000013,12557
W06000013,12555
W06000013,12554
W06000013,12551
W06000013,12545
W06000013,12543
W06000013,12543
W06000013,12540
W06000013,12538
W06000013,12538
W06000013,12534
W06000013,12533
W06000013,12532
W06000013,12529
W06000013,12526
W06000013,12525
W06000013,12520
W06000013,12512
W06000013,12508
W06000013,12508
W06000013,12505
W06000013,12500
W06000013,12497
W06000013,12492
W06000013,12485
W06000013,12484
W06000013,12478
W06000013,12473
W06000013,12471
W06000013,12465
W06000013,12463
W06000013,12459
W06000013,12454
W06000013,12449
W06000013,12446
W06000013,12443
W06000013,12435
W06000013,12429
W06000013,12416
W06000013,12408
W06000013,12400
W06000013,12396
W06000013,12388
W06000013,12382
W06000013,12375
W06000013,12361
W06000013,12349
W06000013,12346
W06000013,12341
W06000013,12334
W06000013,12321
W06000013,12298
W06000013,12292
W06000013,12284
W06000013,12277
W06000013,12265
W06000013,12254
W06000013,12244
W06000013,12232
W06000013,12221
W06000013,12210
W06000013,12197
W06000013,12179
W06000013,12157
W06000013,12139
W06000013,12130
W06000013,12116
W06000013,12099
W06000013,12072
W06000013,12052
W06000013,12030
W06000013,11999
W06000013,11976
W06000013,11958
W06000013,11932
W06000013,11922
W06000013,11886
W06000013,11848
W06000013,11806
W06000013,11778
W06000013,11713
W06000013,11650
W06000013,11600
W06000013,11547
W06000013,11466
W06000013,11401
W06000013,11272
W06000013,11208
W06000013,11140
W06000013,11054
W06000013,10939
W06000013,10831
W06000013,10671
W06000013,10491
W06000013,10413
W06000013,10219
W06000013,10079
W06000013,9901
W06000013,9504
W06000013,9291
W06000013,9124
W06000013,8968
W06000013,8730
W06000013,8533
W06000013,8152
W06000013,7960
W06000013,7779
W06000013,7538
W06000013,7284
W06000013,7030
W06000013,6776
W06000013,6529
W06000013,6304
W06000013,5445
W06000013,5405
W06000013,5349
W06000013,5243
W06000013,5033
W06000013,4867
W06000013,4711
W06000013,4589
W06000013,4507
W06000013,4379
W06000013,4253
W06000013,4161
W06000013,4088
W06000013,4022
W06000013,3961
W06000013,3913
W06000013,3883
W06000013,3849
W06000013,3775
W06000013,3722
W06000013,3676
W06000013,3647
W06000013,3622
W06000013,3551
W06000013,3516
W06000013,3450
W06000013,3410
W06000013,3348
W06000013,3306
W06000013,3261
W06000013,3227
W06000013,3155
W06000013,3112
W06000013,3063
W06000013,3035
W06000013,2979
W06000013,2941
W06000013,2877
W06000013,2823
W06000013,2759
W06000013,2686
W06000013,2604
W06000013,2520
W06000013,2457
W06000013,2362
W06000013,2337
W06000013,2261
W06000013,2209
W06000013,2156
W06000013,2072
W06000013,2014
W06000013,1951
W06000013,1899
W06000013,1836
W06000013,1793
W06000013,1732
W06000013,1704
W06000013,1665
W06000013,1620
W06000013,1569
W06000013,1515
W06000013,1438
W06000013,1392
W06000013,1349
W06000013,1321
W06000013,1299
W06000013,1257
W06000013,1234
W06000013,1194
W06000013,1156
W06000013,1122
W06000013,1103
W06000013,1076
W06000013,1049
W06000013,1018
W06000013,992
W06000013,968
W06000013,951
W06000013,912
W06000013,905
W06000013,883
W06000013,858
W06000013,828
W06000013,811
W06000013,782
W06000013,748
W06000013,734
W06000013,713
W06000013,690
W06000013,674
W06000013,665
W06000013,656
W06000013,651
W06000013,646
W06000013,640
W06000013,630
W06000013,626
W06000013,625
W06000013,618
W06000013,610
W06000013,606
W06000013,605
W06000013,603
W06000013,600
W06000013,590
W06000013,587
W06000013,587
W06000013,587
W06000013,584
W06000013,583
W06000013,581
W06000013,579
W06000013,579
W06000013,579
W06000013,579
W06000013,579
W06000013,579
W06000013,579
W06000013,579
W06000013,578
W06000013,578
W06000013,578
W06000013,578
W06000013,578
W06000013,578
W06000013,578
W06000013,578
W06000013,578
W06000013,577
W06000013,576
W06000013,575
W06000013,575
W06000013,573
W06000013,573
W06000013,573
W06000013,573
W06000013,573
W06000013,572
W06000013,572
W06000013,572
W06000013,572
W06000013,571
W06000013,571
W06000013,571
W06000013,570
W06000013,569
W06000013,568
W06000013,568
W06000013,568
W06000013,565
W06000013,565
W06000013,565
W06000013,565
W06000013,565
W06000013,565
W06000013,558
W06000013,558
W06000013,558
W06000013,557
W06000013,557
W06000013,556
W06000013,554
W06000013,554
W06000013,554
W06000013,554
W06000013,554
W06000013,554
W06000013,554
W06000013,554
W06000013,554
W06000013,553
W06000013,553
W06000013,552
W06000013,551
W06000013,551
W06000013,551
W06000013,550
W06000013,548
W06000013,548
W06000013,547
W06000013,544
W06000013,544
W06000013,543
W06000013,542
W06000013,539
W06000013,538
W06000013,532
W06000013,532
W06000013,532
W06000013,530
W06000013,529
W06000013,528
W06000013,527
W06000013,525
W06000013,524
W06000013,523
W06000013,523
W06000013,520
W06000013,517
W06000013,514
W06000013,514
E06000019,12568
E06000049,37141
E07000039,11556
E07000076,14242
E07000102,10059
E07000135,7539
E07000167,3612
E07000180,9480
E08000018,34479
E08000026,40179
E08000034,54957
E09000030,41200
S12000011,11486
W06000008,3487
W06000010,16265
S12000011,11362
W06000008,3444
W06000010,16104
S12000011,11290
W06000008,3417
W06000010,15920
